MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
98.16	9.349	16.745	1.134	17	7	16	2	2	2	0	0	10	6	0	1	0	0	0	1	0	58.8	35.3	0.0	5.9	0.0	3	3	0	0	0	0	0	0	0	0.0	2	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.802	17.07	1.335	187.127
154.35	10.195	16.647	1.108	17	7	16	0	4	0	0	0	10	4	0	0	3	0	3	3	0	58.8	23.5	0.0	0.0	0.0	4	0	0	0	0	0	0	0	0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-0.535	75.9	1.817	225.668
140.25	13.929	25.396	1.136	26	10	25	2	5	2	0	0	16	9	0	1	0	0	0	1	0	61.5	34.6	0.0	3.8	0.0	5	4	0	0	0	0	0	0	0	0.0	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.257	20.23	2.339	273.584
84.13	7.822	13.862	1.134	14	6	13	2	1	2	0	0	8	5	0	1	0	0	0	1	0	57.1	35.7	0.0	7.1	0.0	2	3	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.767	17.07	0.957	161.05
210.35	20.224	36.374	1.135	37	15	37	2	4	2	0	0	22	13	0	2	0	0	0	2	0	59.5	35.1	0.0	5.4	0.0	9	4	0	1	0	0	1	0	0	0.0	4	3	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1.585	1.585	-0.846	18.46	2.62	351.609
224.38	21.751	39.258	1.135	40	16	39	3	8	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	4	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	401.198
140.25	13.929	25.396	1.136	26	10	25	2	4	2	0	0	16	9	0	1	0	0	0	1	0	61.5	34.6	0.0	3.8	0.0	6	3	0	0	0	0	0	0	0	0.0	3	2	1	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.864	17.07	2.339	269.113
170.28	16.171	29.607	1.139	30	12	29	2	7	2	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	7	3	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.573	306.549
156.25	14.644	26.723	1.139	27	11	26	2	5	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	280.473
170.28	16.171	29.607	1.139	30	12	29	2	7	2	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	7	3	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.573	306.549
156.25	14.644	26.723	1.139	27	11	26	2	6	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	280.473
208.33	19.698	34.491	1.131	35	15	36	2	2	2	0	0	20	13	0	2	0	0	0	2	0	57.1	37.1	0.0	5.7	0.0	10	3	0	2	1	0	0	1	1	0.0	4	3	2	1	3	2	1	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1.585	1.585	-0.846	29.6	2.214	338.557
246.38	23.224	39.374	1.125	40	18	40	8	9	2	0	6	22	16	0	2	0	0	0	2	0	55.0	40.0	0.0	5.0	0.0	7	9	0	1	0	0	0	1	0	0.333	1	5	0	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.873	26.3	3.914	397.91
170.28	16.171	29.607	1.139	30	12	29	2	6	2	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	7	3	0	0	0	0	0	0	0	0.0	3	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.573	310.306
198.34	19.224	35.374	1.139	36	14	35	2	9	2	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	9	3	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.835	26.3	3.146	358.703
168.26	15.644	27.723	1.134	28	12	28	2	3	2	0	0	16	10	0	2	0	0	0	2	0	57.1	35.7	0.0	7.1	0.0	7	3	0	1	0	0	0	1	0	0.0	1	6	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.807	26.3	2.181	272.124
188.24	16.59	25.956	1.112	26	14	27	8	2	2	0	6	12	12	0	2	0	0	0	2	0	46.2	46.2	0.0	7.7	0.0	3	9	0	2	0	0	1	1	0	0.4	1	2	0	0	0	0	0	6	4	2	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.835	30.21	3.141	257.479
198.34	19.224	35.374	1.139	36	14	35	2	9	2	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	9	3	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.835	26.3	3.146	358.703
184.31	17.698	32.491	1.139	33	13	32	2	8	2	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	8	3	0	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.822	26.3	2.865	332.626
182.29	17.171	30.607	1.134	31	13	30	3	6	3	0	0	18	11	0	2	0	0	0	2	0	58.1	35.5	0.0	6.5	0.0	6	5	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.822	26.3	2.768	322.967
258.39	24.224	40.374	1.122	41	19	41	9	7	3	0	6	22	17	0	2	0	0	0	2	0	53.7	41.5	0.0	4.9	0.0	6	11	0	1	0	0	0	1	0	0.316	3	2	0	0	0	0	0	6	5	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.322	2.807	-0.879	26.3	4.342	414.328
352.67	36.019	67.094	1.138	69	25	68	2	20	2	0	0	44	23	0	2	0	0	0	2	0	63.8	33.3	0.0	2.9	0.0	20	3	0	0	0	0	0	0	0	0.0	2	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.909	26.3	6.696	645.547
192.23	16.305	26.284	1.12	26	14	26	8	3	2	0	6	12	11	0	3	0	0	0	3	0	46.2	42.3	0.0	11.5	0.0	2	9	0	1	0	0	0	1	0	0.429	1	0	0	0	0	0	0	6	3	3	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	3.17	2.585	-0.235	46.53	1.48	288.962
178.25	16.117	26.84	1.123	27	13	27	7	3	1	0	6	14	11	0	2	0	0	0	2	0	51.9	40.7	0.0	7.4	0.0	3	8	0	1	0	0	0	1	0	0.462	2	0	0	0	0	0	0	6	3	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	3.0	2.322	-0.277	29.46	2.402	284.761
190.26	17.117	27.84	1.119	28	14	28	8	5	2	0	6	14	12	0	2	0	0	0	2	0	50.0	42.9	0.0	7.1	0.0	3	9	0	1	0	0	0	1	0	0.429	1	1	0	0	0	0	0	6	5	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.835	26.3	2.873	293.603
338.64	34.492	64.21	1.138	66	24	65	2	19	2	0	0	42	22	0	2	0	0	0	2	0	63.6	33.3	0.0	3.0	0.0	19	3	0	0	0	0	0	0	0	0.0	2	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.905	26.3	6.481	619.47
140.25	13.929	25.396	1.136	26	10	25	2	6	2	0	0	16	9	0	1	0	0	0	1	0	61.5	34.6	0.0	3.8	0.0	6	3	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.864	17.07	2.339	265.357
162.2	14.064	22.073	1.113	22	12	22	8	4	2	0	6	10	10	0	2	0	0	0	2	0	45.5	45.5	0.0	9.1	0.0	1	9	0	1	0	0	0	1	0	0.5	0	0	0	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.807	26.3	2.3	241.45
146.2	13.349	20.745	1.109	21	11	21	8	2	2	0	6	10	10	0	1	0	0	0	1	0	47.6	47.6	0.0	4.8	0.0	1	9	0	1	0	0	0	1	0	0.545	1	0	0	0	0	0	0	6	5	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.17	2.585	-0.877	17.07	2.369	226.334
168.31	16.983	31.163	1.136	32	12	31	2	5	2	0	0	20	11	0	1	0	0	0	1	0	62.5	34.4	0.0	3.1	0.0	8	3	0	0	0	0	0	0	0	0.0	4	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.888	17.07	2.933	321.267
204.29	18.644	30.723	1.121	31	15	31	8	6	2	0	6	16	13	0	2	0	0	0	2	0	51.6	41.9	0.0	6.5	0.0	4	9	0	1	0	0	0	1	0	0.4	1	2	0	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.846	26.3	3.145	319.68
196.22	16.02	26.611	1.128	26	14	25	5	8	5	0	0	12	10	0	4	0	0	0	4	0	46.2	38.5	0.0	15.4	0.0	2	8	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.585	2.585	-0.696	52.6	1.469	306.549
152.16	12.252	19.516	1.12	19	11	19	7	3	2	0	5	8	8	0	3	0	0	0	3	0	42.1	42.1	0.0	15.8	0.0	1	7	0	1	0	0	1	0	0	0.455	0	0	0	0	0	0	0	4	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3.0	2.459	-0.702	39.44	0.538	212.989
190.26	17.117	27.84	1.119	28	14	28	8	5	2	0	6	14	12	0	2	0	0	0	2	0	50.0	42.9	0.0	7.1	0.0	3	9	0	1	0	0	0	1	0	0.429	1	1	0	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.835	26.3	2.873	293.603
204.29	18.644	30.723	1.121	31	15	31	8	5	2	0	6	16	13	0	2	0	0	0	2	0	51.6	41.9	0.0	6.5	0.0	4	9	0	1	0	0	0	1	0	0.4	2	0	1	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.846	26.3	3.145	323.436
210.35	20.224	36.374	1.135	37	15	36	3	7	3	0	0	22	13	0	2	0	0	0	2	0	59.5	35.1	0.0	5.4	0.0	8	5	0	0	0	0	0	0	0	0.0	4	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.846	26.3	3.321	375.121
218.32	20.171	33.607	1.122	34	16	34	8	6	2	0	6	18	14	0	2	0	0	0	2	0	52.9	41.2	0.0	5.9	0.0	5	9	0	1	0	0	0	1	0	0.375	2	1	1	0	0	0	0	6	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.856	26.3	3.408	349.513
224.38	21.751	39.258	1.135	40	16	39	3	8	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	4	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	401.198
284.43	26.751	44.258	1.12	45	21	45	10	8	4	0	6	24	19	0	2	0	0	0	2	0	53.3	42.2	0.0	4.4	0.0	6	13	0	1	0	0	0	1	0	0.286	3	2	1	0	0	0	0	6	5	1	3	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.459	3.0	-0.891	26.3	4.464	464.812
176.23	15.59	24.956	1.116	25	13	25	8	4	2	0	6	12	11	0	2	0	0	0	2	0	48.0	44.0	0.0	8.0	0.0	2	9	0	1	0	0	0	1	0	0.462	1	0	0	0	0	0	0	6	5	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.822	26.3	2.592	267.526
204.29	18.644	30.723	1.121	31	15	31	8	5	2	0	6	16	13	0	2	0	0	0	2	0	51.6	41.9	0.0	6.5	0.0	4	9	0	1	0	0	0	1	0	0.4	2	1	0	0	0	0	0	6	5	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.846	26.3	3.145	319.68
230.33	21.171	34.607	1.119	35	17	36	8	4	2	0	6	18	15	0	2	0	0	0	2	0	51.4	42.9	0.0	5.7	0.0	6	9	0	2	0	0	0	2	0	0.333	0	6	0	0	6	0	0	6	5	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.865	26.3	3.272	337.408
410.7	40.492	70.21	1.127	72	30	72	10	14	4	0	6	42	28	0	2	0	0	0	2	0	58.3	38.9	0.0	2.8	0.0	14	14	0	1	0	0	0	1	0	0.2	6	5	0	0	0	0	0	6	5	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3.459	3.0	-0.924	18.46	5.965	692.768
144.24	13.644	25.723	1.144	26	10	25	1	5	1	0	0	16	8	0	2	0	0	0	2	0	61.5	30.8	0.0	7.7	0.0	7	1	0	0	0	0	0	0	0	0.0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.161	37.3	1.248	274.782
158.27	15.171	28.607	1.143	29	11	28	1	7	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.206	37.3	1.565	297.103
154.28	15.456	28.28	1.136	29	11	28	2	4	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	7	3	0	0	0	0	0	0	0	0.0	4	1	2	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.877	17.07	2.642	298.946
154.28	15.456	28.28	1.136	29	11	28	2	6	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	6	4	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.294	20.23	2.642	299.66
112.19	10.876	19.629	1.135	20	8	19	2	4	2	0	0	12	7	0	1	0	0	0	1	0	60.0	35.0	0.0	5.0	0.0	4	3	0	0	0	0	0	0	0	0.0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.828	17.07	1.688	213.204
238.41	23.278	42.141	1.135	43	17	42	3	8	3	0	0	26	15	0	2	0	0	0	2	0	60.5	34.9	0.0	4.7	0.0	10	5	0	0	0	0	0	0	0	0.0	5	3	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.865	26.3	3.84	431.03
154.28	15.456	28.28	1.136	29	11	28	2	4	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	6	4	0	0	0	0	0	0	0	0.0	4	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.585	1.585	-0.294	20.23	2.642	299.66
154.28	15.456	28.28	1.136	29	11	28	2	6	2	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	7	3	0	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.877	17.07	2.642	291.434
170.23	14.832	26.167	1.136	26	12	25	3	6	3	0	0	14	9	0	3	0	0	0	3	0	53.8	34.6	0.0	11.5	0.0	5	4	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.0	2.0	-0.727	43.37	1.337	284.674
142.22	13.117	23.84	1.139	24	10	23	2	5	2	0	0	14	8	0	2	0	0	0	2	0	58.3	33.3	0.0	8.3	0.0	5	3	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.768	26.3	1.953	254.396
264.45	25.805	46.025	1.133	47	19	46	4	9	4	0	0	28	17	0	2	0	0	0	2	0	59.6	36.2	0.0	4.3	0.0	10	7	0	0	0	0	0	0	0	0.0	5	4	1	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.879	26.3	4.243	477.758
292.51	28.858	51.792	1.133	53	21	52	4	10	4	0	0	32	19	0	2	0	0	0	2	0	60.4	35.8	0.0	3.8	0.0	12	7	0	0	0	0	0	0	0	0.0	6	4	2	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.891	26.3	4.713	533.668
140.25	13.929	25.396	1.136	26	10	25	2	5	2	0	0	16	9	0	1	0	0	0	1	0	61.5	34.6	0.0	3.8	0.0	6	3	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.864	17.07	2.339	265.357
128.19	11.59	20.956	1.139	21	9	20	2	4	2	0	0	12	7	0	2	0	0	0	2	0	57.1	33.3	0.0	9.5	0.0	4	3	0	0	0	0	0	0	0	0.0	1	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.742	26.3	1.619	228.319
296.55	29.912	55.559	1.138	57	21	56	2	16	2	0	0	36	19	0	2	0	0	0	2	0	63.2	33.3	0.0	3.5	0.0	16	3	0	0	0	0	0	0	0	0.0	1	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.891	26.3	5.812	541.24
166.29	16.456	29.28	1.132	30	12	29	3	5	3	0	0	18	11	0	1	0	0	0	1	0	60.0	36.7	0.0	3.3	0.0	6	5	0	0	0	0	0	0	0	0.0	3	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.888	17.07	2.837	307.852
354.64	35.207	65.538	1.14	67	25	66	2	19	2	0	0	42	22	0	3	0	0	0	3	0	62.7	32.8	0.0	4.5	0.0	19	3	0	0	0	0	0	0	0	0.0	2	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1.585	1.585	-0.435	46.53	4.733	647.848
112.19	10.876	19.629	1.135	20	8	19	2	3	2	0	0	12	7	0	1	0	0	0	1	0	60.0	35.0	0.0	5.0	0.0	4	3	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.828	17.07	1.688	213.204
312.55	30.627	56.887	1.14	58	22	57	2	16	2	0	0	36	19	0	3	0	0	0	3	0	62.1	32.8	0.0	5.2	0.0	16	3	0	0	0	0	0	0	0	0.0	1	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1.585	1.585	-0.399	46.53	4.064	569.618
140.2	12.59	21.956	1.132	22	10	21	3	4	3	0	0	12	8	0	2	0	0	0	2	0	54.5	36.4	0.0	9.1	0.0	3	5	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.768	26.3	1.856	244.737
156.25	14.644	26.723	1.139	27	11	26	2	5	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	280.473
278.48	27.332	48.909	1.133	50	20	49	4	10	4	0	0	30	18	0	2	0	0	0	2	0	60.0	36.0	0.0	4.0	0.0	11	7	0	0	0	0	0	0	0	0.0	5	5	1	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.322	2.322	-0.886	26.3	4.48	503.835
156.25	14.644	26.723	1.139	27	11	26	2	6	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	280.473
184.31	17.698	32.491	1.139	33	13	32	2	7	2	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	8	3	0	0	0	0	0	0	0	0.0	3	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.822	26.3	2.865	336.382
172.3	16.698	31.491	1.143	32	12	31	1	7	1	0	0	20	10	0	2	0	0	0	2	0	62.5	31.3	0.0	6.3	0.0	8	2	0	0	0	0	0	0	0	0.0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1.0	1.0	-0.807	18.46	2.275	317.463
128.19	11.59	20.956	1.139	21	9	20	2	5	2	0	0	12	7	0	2	0	0	0	2	0	57.1	33.3	0.0	9.5	0.0	4	3	0	0	0	0	0	0	0	0.0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.742	26.3	1.619	228.319
